  1.65   -0.12198E-04    0.13380E-03    0.58296E-04    0.29148E-04    0.38696E-04    0.31043E-04    0.58701E-04    0.35530E-04    0.11428E-03    0.41525E-05    0.93351E-04    0.88938E-04    0.99278E-04    0.68559E-04    0.98187E-04    0.46346E-04    0.10057E-03    0.15947E-03    0.91548E-04    0.15075E-03   -0.54547E-04
  3.58   -0.14590E-04    0.16183E-05    0.19853E-04    0.12981E-04    0.40944E-04    0.45301E-04    0.11635E-04    0.40808E-04    0.38182E-04    0.17668E-04    0.36013E-04    0.25823E-04    0.48663E-04    0.24240E-04    0.28075E-04    0.27027E-04    0.70802E-04    0.70697E-04    0.99658E-04    0.84028E-04    0.85390E-04
  7.76    0.34187E-04    0.20523E-04    0.40804E-05   -0.36461E-05    0.72961E-05    0.16923E-04    0.25167E-04    0.22170E-04    0.17370E-04    0.11535E-04    0.73876E-05    0.29438E-04    0.12014E-04    0.97500E-05    0.72121E-05   -0.33777E-05    0.32080E-04    0.26929E-04    0.24943E-04    0.32453E-04    0.45814E-04
 16.80    0.11509E-04    0.86939E-05    0.53308E-05   -0.23020E-05   -0.52108E-05    0.11018E-04    0.89015E-06    0.80604E-05   -0.16687E-05    0.22736E-05    0.26322E-05    0.56815E-05    0.16657E-05    0.98788E-05    0.12021E-04    0.69377E-05    0.12046E-04    0.64137E-05    0.22747E-04    0.22908E-04    0.20956E-04
 36.18   -0.32672E-06    0.19516E-05    0.21212E-05    0.24753E-05   -0.44674E-06    0.57559E-05    0.10504E-05    0.23628E-06   -0.65327E-06   -0.73200E-06    0.26630E-05    0.98101E-05    0.44496E-05    0.57321E-05    0.43594E-05    0.63034E-05    0.65963E-05    0.34402E-05    0.62444E-05    0.99969E-05    0.12938E-04
  1.65    0.14639E-04    0.10769E-04   -0.14009E-04    0.12706E-04    0.35963E-04    0.46524E-04   -0.17132E-04   -0.46620E-04   -0.30454E-04    0.34915E-04   -0.67458E-04    0.45487E-04    0.10209E-04    0.15668E-04    0.33067E-04   -0.79196E-04   -0.56206E-04    0.44582E-04    0.83541E-04    0.45723E-04   -0.87438E-05
  3.58   -0.23371E-04    0.13649E-05    0.24170E-04    0.25678E-04   -0.18130E-04    0.20444E-04    0.13019E-04    0.35270E-04    0.61346E-05    0.33468E-04   -0.59122E-05    0.11441E-04    0.29517E-04   -0.67449E-05    0.11999E-04    0.60456E-04    0.19271E-04    0.47637E-04    0.60959E-05    0.90944E-05    0.27991E-04
  7.76   -0.15129E-05    0.95043E-06   -0.16328E-04    0.15119E-04    0.13314E-04   -0.17767E-05    0.16817E-04   -0.23800E-05    0.98256E-05    0.57412E-05    0.11152E-04    0.22883E-04    0.24284E-04    0.11907E-05    0.12367E-04    0.89592E-05    0.28311E-04    0.19355E-04    0.10047E-04    0.18587E-05    0.16948E-04
 16.80    0.70235E-06   -0.98568E-06   -0.53826E-05    0.89474E-06    0.12830E-05    0.80422E-05    0.37991E-05    0.95108E-05    0.67287E-05    0.13711E-04    0.74148E-05   -0.75080E-06    0.78137E-05    0.24664E-06    0.20880E-05    0.58279E-05    0.14178E-04    0.64788E-05    0.14609E-04    0.14417E-04    0.10723E-04
 36.18    0.73752E-06    0.26210E-05    0.20767E-05    0.13672E-05    0.54043E-05    0.52689E-05    0.54104E-05    0.38321E-05   -0.30856E-05    0.20114E-05    0.40306E-05    0.44991E-05    0.39600E-05    0.57481E-05    0.37241E-05    0.28855E-05    0.34955E-05    0.69498E-05    0.31368E-05    0.55846E-05    0.81578E-05
