  1.65    0.56445E-04   -0.14921E-04   -0.48102E-04    0.25484E-03   -0.40247E-03   -0.20897E-03    0.97226E-04    0.16403E-03    0.20521E-03    0.21496E-03    0.99576E-04   -0.23890E-03    0.27448E-03   -0.95687E-04    0.80740E-04    0.16628E-04    0.12577E-03    0.35430E-03   -0.33138E-03   -0.28959E-03    0.32566E-03
  3.57    0.19946E-03    0.54704E-04    0.24069E-04   -0.18239E-03    0.72953E-04   -0.29599E-03   -0.47349E-05    0.64946E-04    0.13536E-03    0.46283E-04   -0.59994E-06    0.74578E-04    0.73736E-04    0.84210E-04    0.18976E-03    0.38092E-04    0.95338E-04    0.50870E-04    0.52529E-04    0.22587E-04    0.11457E-04
  7.76    0.15516E-03   -0.36180E-04    0.36314E-04   -0.39140E-04    0.81596E-04    0.21093E-04    0.34315E-04    0.39942E-04    0.52910E-04   -0.51729E-04    0.94490E-04    0.12794E-04   -0.20946E-04    0.15228E-04    0.42200E-06    0.89639E-05    0.29142E-04    0.72031E-04    0.11081E-03    0.27408E-04    0.19250E-03
 16.80    0.32661E-04    0.14842E-04   -0.25087E-04   -0.48649E-04    0.37815E-04    0.21428E-04    0.27140E-05    0.29633E-04    0.79187E-05   -0.49008E-04    0.19257E-04    0.28516E-04    0.14729E-04    0.62822E-05   -0.19196E-04    0.47787E-04   -0.90217E-05    0.25678E-04    0.10455E-05    0.21704E-04    0.72302E-04
 36.18    0.11605E-04   -0.91608E-06   -0.45325E-06   -0.23817E-05   -0.15109E-04    0.24169E-04    0.12609E-04   -0.10388E-05   -0.53293E-05    0.25107E-05   -0.16681E-04    0.34207E-04    0.10778E-04    0.23925E-05   -0.14499E-04    0.50554E-05    0.24666E-04    0.14540E-04   -0.13069E-04    0.21781E-04    0.15099E-05
  1.65   -0.10870E-03    0.13555E-04   -0.24730E-03    0.27782E-03   -0.21313E-03    0.28964E-04   -0.26987E-03    0.69290E-04   -0.48843E-04    0.69827E-04   -0.21613E-03    0.54402E-03    0.12035E-03    0.73505E-04    0.36112E-03   -0.53929E-03    0.13967E-04    0.37596E-04   -0.11804E-03    0.14315E-03    0.12929E-04
  3.57   -0.65077E-04    0.18647E-04    0.79783E-04   -0.29470E-04   -0.26134E-03    0.77861E-04    0.32273E-04   -0.37794E-05    0.16584E-04   -0.23006E-04    0.14367E-04    0.21944E-03   -0.23442E-04   -0.69863E-04    0.88617E-04    0.21515E-03   -0.89217E-05    0.53795E-04    0.15039E-04    0.17757E-03    0.12978E-03
  7.76   -0.38276E-04   -0.55903E-04   -0.32743E-04    0.40432E-04   -0.10535E-04   -0.85903E-04   -0.14733E-03   -0.24514E-04   -0.36706E-04    0.15234E-04   -0.42405E-04    0.15284E-06    0.48816E-04    0.19302E-04   -0.26439E-04    0.39849E-05    0.60025E-04    0.51878E-04   -0.61082E-04   -0.55632E-04    0.56579E-05
 16.80    0.37864E-04    0.25982E-04   -0.15271E-04   -0.15902E-04   -0.47725E-05    0.63652E-05    0.10148E-04    0.12685E-04    0.22030E-04    0.32919E-04   -0.13142E-04   -0.35234E-04    0.21432E-04   -0.20431E-04    0.39502E-04    0.22015E-04    0.17054E-04    0.22563E-04    0.37485E-04   -0.42462E-05   -0.57910E-06
 36.18    0.66463E-05   -0.15669E-04   -0.14088E-04    0.11803E-04   -0.63312E-05   -0.25723E-05    0.26484E-04    0.18942E-04   -0.59244E-05    0.16415E-04    0.51180E-05   -0.38528E-05   -0.41124E-06    0.20923E-04    0.90027E-05   -0.28544E-04   -0.10083E-04    0.11926E-04    0.53950E-05    0.14914E-04    0.37421E-04
