 12   1
 9.6647487452E-06  3.8273833089E-06 1.000288   32
 6.1479974712E-06  2.7480726325E-06 1.000294   44
 9.9377472941E-07  2.3383005121E-06 1.000099   56
 3.5463459458E-06  1.9274327668E-06 1.000119   69
 7.4898779958E-07  1.6777965375E-06 0.999895   82
 4.7464651240E-06  1.5968626715E-06 1.000089   94
 2.6651195391E-06  1.0970251830E-06 1.000156  110
 2.8963441658E-06  9.8270570884E-07 1.000263  130
 1.2883328373E-06  9.0409602936E-07 1.000232  150
 1.4236084977E-06  8.4358379958E-07 1.000235  170
 8.7636921338E-07  7.9171330872E-07 1.000378  190
 1.4355025889E-06  4.9786980110E-07 1.000516  221
  1.46489e-11 -9.96491e-13 -6.87420e-14 -6.48934e-14 -3.54031e-14 -2.55785e-14 -1.19356e-14 -7.29473e-15 -3.72218e-15 -2.35756e-15 -1.93856e-15 -1.87512e-15
 -9.96491e-13  7.55190e-12 -6.11827e-13 -4.15032e-14 -3.99485e-14 -2.08840e-14 -1.27356e-14 -8.07368e-15 -4.32996e-15 -2.35458e-15 -2.43937e-15 -1.32387e-15
 -6.87420e-14 -6.11827e-13  5.46765e-12 -4.06920e-13 -3.79424e-14 -2.82983e-14 -1.74327e-14 -7.77605e-15 -3.81179e-15 -2.93767e-15 -1.55840e-15 -8.14328e-16
 -6.48934e-14 -4.15032e-14 -4.06920e-13  3.71500e-12 -2.85626e-13 -2.45962e-14 -1.97692e-14 -1.16831e-14 -5.11976e-15 -2.89315e-15 -1.77021e-15 -1.07125e-15
 -3.54031e-14 -3.99485e-14 -3.79424e-14 -2.85626e-13  2.81500e-12 -2.36902e-13 -2.24881e-14 -1.22825e-14 -6.76938e-15 -3.90104e-15 -1.69138e-15 -8.45641e-16
 -2.55785e-14 -2.08840e-14 -2.82983e-14 -2.45962e-14 -2.36902e-13  2.54997e-12 -1.35153e-13 -1.31995e-14 -7.27965e-15 -5.77777e-15 -2.79080e-15 -1.15885e-15
 -1.19356e-14 -1.27356e-14 -1.74327e-14 -1.97692e-14 -2.24881e-14 -1.35153e-13  1.20346e-12 -7.44797e-14 -1.10582e-14 -6.40799e-15 -3.78580e-15 -1.74888e-15
 -7.29473e-15 -8.07368e-15 -7.77605e-15 -1.16831e-14 -1.22825e-14 -1.31995e-14 -7.44797e-14  9.65711e-13 -6.18770e-14 -9.86296e-15 -5.62424e-15 -2.55329e-15
 -3.72218e-15 -4.32996e-15 -3.81179e-15 -5.11976e-15 -6.76938e-15 -7.27965e-15 -1.10582e-14 -6.18770e-14  8.17390e-13 -5.53022e-14 -7.94199e-15 -3.53411e-15
 -2.35756e-15 -2.35458e-15 -2.93767e-15 -2.89315e-15 -3.90104e-15 -5.77777e-15 -6.40799e-15 -9.86296e-15 -5.53022e-14  7.11634e-13 -4.67005e-14 -5.82889e-15
 -1.93856e-15 -2.43937e-15 -1.55840e-15 -1.77021e-15 -1.69138e-15 -2.79080e-15 -3.78580e-15 -5.62424e-15 -7.94199e-15 -4.67005e-14  6.26810e-13 -2.36114e-14
 -1.87512e-15 -1.32387e-15 -8.14328e-16 -1.07125e-15 -8.45641e-16 -1.15885e-15 -1.74888e-15 -2.55329e-15 -3.53411e-15 -5.82889e-15 -2.36114e-14  2.47874e-13
