 10   1
 1.0567757118E-05  5.4469556645E-06 1.074227   13
 8.6332813256E-06  3.1354932440E-06 1.036534   21
 7.4294094475E-06  1.9205955922E-06 1.015656   32
 4.1497236097E-06  1.4776378900E-06 1.028945   44
 2.9659605554E-06  1.1887272965E-06 1.008616   57
 4.5548926361E-06  9.3670449185E-07 0.994927   69
 2.5549379671E-06  7.8381690417E-07 1.017664   82
 2.2529695478E-06  7.0929639635E-07 1.033711   95
 1.8514162533E-06  4.7175677069E-07 0.986311  111
 1.7547131692E-06  3.9619478582E-07 1.020112  131
  2.96693e-11 -6.18042e-13 -2.28345e-18  4.80096e-14  6.27049e-16 -2.27732e-15 -1.06046e-14  4.84440e-16  6.25061e-16 -1.28126e-15
 -6.18042e-13  9.83132e-12 -1.06088e-13  1.74811e-14  9.72486e-15  4.74697e-15 -2.32156e-15 -3.26836e-15 -1.45282e-15  3.60965e-16
 -2.28345e-18 -1.06088e-13  3.68869e-12 -5.99195e-14 -7.38916e-16  1.15238e-15  2.52388e-15 -1.12503e-15  7.58621e-16 -2.56873e-16
  4.80096e-14  1.74811e-14 -5.99195e-14  2.18341e-12 -1.41869e-14 -5.03094e-15  2.43953e-15 -3.07594e-15  8.54892e-16  3.92112e-16
  6.27049e-16  9.72486e-15 -7.38916e-16 -1.41869e-14  1.41307e-12 -1.07033e-14 -1.34625e-15 -1.98868e-16 -5.13757e-16 -2.82856e-16
 -2.27732e-15  4.74697e-15  1.15238e-15 -5.03094e-15 -1.07033e-14  8.77415e-13 -4.71349e-15  6.25000e-16 -1.12942e-15 -9.47156e-17
 -1.06046e-14 -2.32156e-15  2.52388e-15  2.43953e-15 -1.34625e-15 -4.71349e-15  6.14369e-13 -8.28526e-15 -6.12393e-16 -1.50826e-16
  4.84440e-16 -3.26836e-15 -1.12503e-15 -3.07594e-15 -1.98868e-16  6.25000e-16 -8.28526e-15  5.03101e-13 -2.89434e-15 -1.24219e-17
  6.25061e-16 -1.45282e-15  7.58621e-16  8.54892e-16 -5.13757e-16 -1.12942e-15 -6.12393e-16 -2.89434e-15  2.22554e-13 -8.04149e-16
 -1.28126e-15  3.60965e-16 -2.56873e-16  3.92112e-16 -2.82856e-16 -9.47156e-17 -1.50826e-16 -1.24219e-17 -8.04149e-16  1.56970e-13
