 11   1
 2.1426746649E-06  4.5158962919E-06 1.018744   12
 1.6104327061E-06  2.3386316259E-06 0.996163   21
 1.0185203665E-06  1.6272849647E-06 1.001723   32
 1.3966857728E-06  1.2816596189E-06 1.000071   44
 5.1017677880E-07  1.1301034274E-06 0.999046   57
 2.7889527575E-06  9.2995170130E-07 0.999838   69
 1.5693133738E-06  8.2525679564E-07 0.998865   82
-6.8947913635E-08  7.8737571669E-07 0.998362   94
 4.0615461887E-07  5.4465885994E-07 0.997119  111
 3.7594084755E-07  4.8422423659E-07 0.996979  131
 7.9899051009E-07  4.3608083165E-07 0.996009  150
  2.03933e-11 -3.64916e-13 -4.22358e-14 -9.22200e-15 -8.06505e-15 -4.12393e-15 -7.74038e-15  4.66273e-15 -1.48346e-15 -1.81906e-16 -4.47376e-16
 -3.64916e-13  5.46920e-12 -3.45678e-14  6.22822e-15 -2.85761e-16  4.92498e-15 -2.19015e-15 -1.48437e-15 -2.26149e-16  1.17361e-16  7.98817e-18
 -4.22358e-14 -3.45678e-14  2.64806e-12 -3.01865e-14 -4.85170e-15 -1.80604e-15 -2.39745e-16 -1.98005e-16 -5.95124e-16 -2.33238e-16  2.16264e-17
 -9.22200e-15  6.22822e-15 -3.01865e-14  1.64265e-12 -1.31939e-14  1.81223e-15  1.51448e-17 -9.95551e-16  8.49207e-17 -4.10315e-16 -2.31079e-16
 -8.06505e-15 -2.85761e-16 -4.85170e-15 -1.31939e-14  1.27713e-12 -1.09501e-14  2.13042e-16  1.05450e-15  3.74452e-16 -9.87701e-17 -3.01387e-17
 -4.12393e-15  4.92498e-15 -1.80604e-15  1.81223e-15 -1.09501e-14  8.64810e-13 -8.69445e-15  1.27880e-15 -5.16884e-16 -8.52211e-19 -2.22994e-16
 -7.74038e-15 -2.19015e-15 -2.39745e-16  1.51448e-17  2.13042e-16 -8.69445e-15  6.81049e-13 -8.54710e-15  6.76607e-16 -2.46413e-16 -1.26484e-16
  4.66273e-15 -1.48437e-15 -1.98005e-16 -9.95551e-16  1.05450e-15  1.27880e-15 -8.54710e-15  6.19961e-13 -4.38911e-15  1.44722e-16 -1.03509e-16
 -1.48346e-15 -2.26149e-16 -5.95124e-16  8.49207e-17  3.74452e-16 -5.16884e-16  6.76607e-16 -4.38911e-15  2.96653e-13 -2.19666e-15  1.47999e-16
 -1.81906e-16  1.17361e-16 -2.33238e-16 -4.10315e-16 -9.87701e-17 -8.52211e-19 -2.46413e-16  1.44722e-16 -2.19666e-15  2.34473e-13 -1.96930e-15
 -4.47376e-16  7.98817e-18  2.16264e-17 -2.31079e-16 -3.01387e-17 -2.22994e-16 -1.26484e-16 -1.03509e-16  1.47999e-16 -1.96930e-15  1.90166e-13
