 14   2
 2.0687312553E-04  5.8957233907E-05 0.860382    7   10
 1.7416609577E-04  2.6034329739E-05 0.987416   17   22
 1.0745541095E-04  1.5981901973E-05 1.018855   29   35
 7.9738394204E-05  1.0170804725E-05 0.979801   41   47
 6.8126691686E-05  7.6819180787E-06 0.986652   54   59
 5.1603112598E-05  5.4056780603E-06 1.000614   66   72
 3.5635816580E-05  4.0276105111E-06 0.997877   79   85
 2.7444074837E-05  3.3505292729E-06 1.012797   92   97
 2.5184240674E-05  1.9963345757E-06 1.012736  106  116
 1.8339393844E-05  1.5624936074E-06 0.988843  126  135
 1.5281676799E-05  1.3093419707E-06 1.003137  146  155
 1.4227310645E-05  1.1362277050E-06 0.992889  166  175
 1.3590138600E-05  9.9843788078E-07 1.001967  186  195
 1.0754038365E-05  5.6431834413E-07 1.001134  212  231
  3.47596e-09 -1.39496e-10 -8.82459e-12 -5.84870e-12 -1.97795e-12 -7.60041e-13 -2.65608e-13 -8.01323e-14 -1.57668e-13 -2.81974e-14 -3.31294e-14 -7.51567e-15 -3.53625e-14 -1.46377e-14
 -1.39496e-10  6.77786e-10 -3.64575e-11 -3.27821e-12 -1.86466e-12 -7.40472e-13 -3.40302e-13 -1.58667e-13 -3.81447e-14 -4.20204e-14 -2.49335e-14 -1.39590e-14 -1.34388e-14 -4.01143e-15
 -8.82459e-12 -3.64575e-11  2.55421e-10 -1.41426e-11 -9.98761e-13 -6.77379e-13 -3.83266e-13 -1.25104e-13 -7.48985e-14 -2.84982e-14 -1.86097e-14 -1.04857e-14 -3.34450e-15 -6.07065e-15
 -5.84870e-12 -3.27821e-12 -1.41426e-11  1.03445e-10 -7.14031e-12 -4.53662e-13 -3.49385e-13 -1.74115e-13 -5.50535e-14 -2.86212e-14 -2.24674e-14 -1.06444e-14 -5.45900e-15 -2.68981e-15
 -1.97795e-12 -1.86466e-12 -9.98761e-13 -7.14031e-12  5.90119e-11 -3.53616e-12 -2.69650e-13 -1.83539e-13 -7.74150e-14 -3.87453e-14 -1.25725e-14 -8.68979e-15 -4.68626e-15 -3.47381e-15
 -7.60041e-13 -7.40472e-13 -6.77379e-13 -4.53662e-13 -3.53616e-12  2.92214e-11 -1.85140e-12 -1.41077e-13 -1.06280e-13 -3.34460e-14 -1.38653e-14 -9.94194e-15 -4.67393e-15 -2.72663e-15
 -2.65608e-13 -3.40302e-13 -3.83266e-13 -3.49385e-13 -2.69650e-13 -1.85140e-12  1.62216e-11 -1.19663e-12 -9.24377e-14 -4.35219e-14 -2.18893e-14 -7.70898e-15 -4.27970e-15 -1.92662e-15
 -8.01323e-14 -1.58667e-13 -1.25104e-13 -1.74115e-13 -1.83539e-13 -1.41077e-13 -1.19663e-12  1.12260e-11 -4.92122e-13 -4.56597e-14 -1.76820e-14 -1.10107e-14 -4.45474e-15 -2.57150e-15
 -1.57668e-13 -3.81447e-14 -7.48985e-14 -5.50535e-14 -7.74150e-14 -1.06280e-13 -9.24377e-14 -4.92122e-13  3.98535e-12 -2.15715e-13 -2.93705e-14 -1.29698e-14 -8.30180e-15 -2.86464e-15
 -2.81974e-14 -4.20204e-14 -2.84982e-14 -2.86212e-14 -3.87453e-14 -3.34460e-14 -4.35219e-14 -4.56597e-14 -2.15715e-13  2.44139e-12 -1.39554e-13 -2.07413e-14 -9.54403e-15 -3.69024e-15
 -3.31294e-14 -2.49335e-14 -1.86097e-14 -2.24674e-14 -1.25725e-14 -1.38653e-14 -2.18893e-14 -1.76820e-14 -2.93705e-14 -1.39554e-13  1.71438e-12 -9.88263e-14 -1.50081e-14 -5.10168e-15
 -7.51567e-15 -1.39590e-14 -1.04857e-14 -1.06444e-14 -8.68979e-15 -9.94194e-15 -7.70898e-15 -1.10107e-14 -1.29698e-14 -2.07413e-14 -9.88263e-14  1.29101e-12 -7.51591e-14 -8.71189e-15
 -3.53625e-14 -1.34388e-14 -3.34450e-15 -5.45900e-15 -4.68626e-15 -4.67393e-15 -4.27970e-15 -4.45474e-15 -8.30180e-15 -9.54403e-15 -1.50081e-14 -7.51591e-14  9.96878e-13 -3.13007e-14
 -1.46377e-14 -4.01143e-15 -6.07065e-15 -2.68981e-15 -3.47381e-15 -2.72663e-15 -1.92662e-15 -2.57150e-15 -2.86464e-15 -3.69024e-15 -5.10168e-15 -8.71189e-15 -3.13007e-14  3.18455e-13
