 14   1
-3.7701620312E-06  5.4966360411E-06 1.020028   12
 1.9875167001E-06  2.5892928874E-06 0.996439   21
 2.8776581003E-06  1.6057020155E-06 1.002165   32
 7.6271373224E-07  1.1903190585E-06 0.999904   44
-1.7037378124E-07  1.0279533333E-06 0.999637   57
 1.7810767648E-06  8.2874816014E-07 0.998914   69
 1.4739987887E-06  7.4566991307E-07 0.998991   82
 1.6974935790E-06  7.0891392068E-07 0.998474   94
 1.8294903360E-06  4.9554959922E-07 0.997157  110
 1.4734411449E-07  4.4156101009E-07 0.996600  131
 1.3023607446E-06  4.0193419639E-07 0.996060  150
 1.0066552160E-06  3.7281776281E-07 0.993736  170
 5.9091436951E-07  3.4953783572E-07 0.992814  190
 3.9806616351E-07  2.2409493401E-07 0.990204  221
  3.02130e-11 -4.13083e-13 -4.03961e-14 -4.80156e-15 -3.63296e-15 -5.91853e-15 -4.02254e-15  1.93568e-15 -1.54163e-15  1.20885e-16 -9.21800e-16 -7.57639e-17  4.50001e-16 -1.99755e-16
 -4.13083e-13  6.70444e-12 -4.42241e-14  3.68997e-15  2.67152e-15  2.24354e-15  6.40363e-17 -1.30596e-16 -3.13217e-16  2.56856e-16  1.20028e-16 -1.98508e-16  2.69613e-16  1.93402e-16
 -4.03961e-14 -4.42241e-14  2.57828e-12 -2.94237e-14 -2.67693e-15 -8.61893e-16 -5.78789e-16 -9.05563e-16 -4.97695e-16  5.08151e-17  5.19967e-18 -1.71016e-16 -1.38092e-16 -7.93095e-17
 -4.80156e-15  3.68997e-15 -2.94237e-14  1.41686e-12 -6.43060e-15  4.14689e-16 -1.97100e-16 -2.32461e-16  1.63890e-16 -3.32253e-16 -1.80647e-16  1.68128e-16  3.79580e-17  3.20811e-17
 -3.63296e-15  2.67152e-15 -2.67693e-15 -6.43060e-15  1.05669e-12 -9.31207e-15 -6.63119e-16  4.61601e-16 -9.43135e-17 -1.72649e-17 -5.46436e-17  3.93767e-17 -6.28736e-17  5.81237e-17
 -5.91853e-15  2.24354e-15 -8.61893e-16  4.14689e-16 -9.31207e-15  6.86824e-13 -6.92878e-15  4.63930e-16 -5.25683e-16 -3.71297e-17 -1.59614e-16 -5.74035e-17  2.92009e-17  5.45874e-17
 -4.02254e-15  6.40363e-17 -5.78789e-16 -1.97100e-16 -6.63119e-16 -6.92878e-15  5.56024e-13 -5.98483e-15  2.65401e-16 -1.80728e-17 -2.67894e-17  4.40423e-17 -8.58457e-19 -6.20578e-17
  1.93568e-15 -1.30596e-16 -9.05563e-16 -2.32461e-16  4.61601e-16  4.63930e-16 -5.98483e-15  5.02559e-13 -3.95601e-15 -7.75934e-17 -6.65799e-17  2.30570e-18  1.22468e-16 -3.10552e-17
 -1.54163e-15 -3.13217e-16 -4.97695e-16  1.63890e-16 -9.43135e-17 -5.25683e-16  2.65401e-16 -3.95601e-15  2.45569e-13 -1.53665e-15  4.94355e-17  1.35219e-17  3.83847e-18  6.41149e-17
  1.20885e-16  2.56856e-16  5.08151e-17 -3.32253e-16 -1.72649e-17 -3.71297e-17 -1.80728e-17 -7.75934e-17 -1.53665e-15  1.94976e-13 -1.88381e-15  1.13794e-16 -1.12093e-16  3.77843e-18
 -9.21800e-16  1.20028e-16  5.19967e-18 -1.80647e-16 -5.46436e-17 -1.59614e-16 -2.67894e-17 -6.65799e-17  4.94355e-17 -1.88381e-15  1.61551e-13 -1.31396e-15  1.99576e-16  5.92676e-17
 -7.57639e-17 -1.98508e-16 -1.71016e-16  1.68128e-16  3.93767e-17 -5.74035e-17  4.40423e-17  2.30570e-18  1.35219e-17  1.13794e-16 -1.31396e-15  1.38993e-13 -8.33782e-16  3.77177e-17
  4.50001e-16  2.69613e-16 -1.38092e-16  3.79580e-17 -6.28736e-17  2.92009e-17 -8.58457e-19  1.22468e-16  3.83847e-18 -1.12093e-16  1.99576e-16 -8.33782e-16  1.22177e-13 -3.64247e-16
 -1.99755e-16  1.93402e-16 -7.93095e-17  3.20811e-17  5.81237e-17  5.45874e-17 -6.20578e-17 -3.10552e-17  6.41149e-17  3.77843e-18  5.92676e-17  3.77177e-17 -3.64247e-16  5.02185e-14
