 10   1
 6.4322133891E-06  2.8830603945E-06 0.996758   13
 3.2642416458E-06  2.1480558699E-06 1.000502   18
 4.4712756279E-06  1.0764559855E-06 0.997680   26
 3.3934645607E-06  5.3430496064E-07 0.996535   42
 1.5343033499E-06  3.2256918314E-07 0.993790   64
 1.3295575318E-06  2.6139039841E-07 0.988887   89
 1.2817324030E-06  2.2270915313E-07 0.982656  113
 5.0451321018E-07  1.8937280552E-07 0.974362  138
 4.5588983626E-07  1.7032028947E-07 0.964782  163
 4.8349677166E-07  1.5604469315E-07 0.953423  188
  8.31204e-12 -4.34782e-13 -2.89423e-14 -3.36870e-15 -1.07613e-15  7.74266e-17  5.05147e-17  1.34805e-16  3.58948e-16  2.09475e-16
 -4.34782e-13  4.61414e-12 -1.26419e-13 -2.90309e-15 -1.14847e-15  2.03892e-16  8.98772e-17  2.30190e-16  3.56407e-16  1.50953e-16
 -2.89423e-14 -1.26419e-13  1.15876e-12 -1.80035e-14 -1.25014e-16  2.03219e-17  1.16854e-16  1.82569e-16  3.09479e-16  2.52515e-16
 -3.36870e-15 -2.90309e-15 -1.80035e-14  2.85482e-13 -4.58510e-15  1.55804e-16  1.14083e-16  1.87476e-16  2.47602e-16  2.45305e-16
 -1.07613e-15 -1.14847e-15 -1.25014e-16 -4.58510e-15  1.04051e-13 -1.80146e-15  1.46260e-16  2.07136e-16  2.47799e-16  2.64424e-16
  7.74266e-17  2.03892e-16  2.03219e-17  1.55804e-16 -1.80146e-15  6.83249e-14 -1.17940e-15  1.74586e-16  2.66377e-16  2.88881e-16
  5.05147e-17  8.98772e-17  1.16854e-16  1.14083e-16  1.46260e-16 -1.17940e-15  4.95994e-14 -7.54435e-16  2.30498e-16  2.61179e-16
  1.34805e-16  2.30190e-16  1.82569e-16  1.87476e-16  2.07136e-16  1.74586e-16 -7.54435e-16  3.58621e-14 -5.01803e-16  2.55271e-16
  3.58948e-16  3.56407e-16  3.09479e-16  2.47602e-16  2.47799e-16  2.66377e-16  2.30498e-16 -5.01803e-16  2.90090e-14 -3.33300e-16
  2.09475e-16  1.50953e-16  2.52515e-16  2.45305e-16  2.64424e-16  2.88881e-16  2.61179e-16  2.55271e-16 -3.33300e-16  2.43499e-14
