  1.19478922627031E+02 -1.07699383988911E+02  3.11026411143282E+01 -1.22451185854783E+01  3.36990366718342E+00 -3.75942399559889E+01 -5.87112096099031E+01 -2.04378910247878E+01  2.14298275069656E+02  1.08531059821996E+02  1.50793716410385E+02 -8.75694949629968E+01  1.85737247010528E+02  8.44828184176645E+02  6.73598728573329E+02  2.13555255292522E+02 -2.84680748790124E+02 -7.89837945230485E+02  6.36824918270375E+02  2.85606202158804E+01  7.99580157826840E+02  3.11941538738300E+02  2.97508044700399E+03 -1.26389183697337E+02 -1.46684908356958E+02 -6.98296146136878E+02  3.21357473392909E+02 -6.83887825445920E+02 -8.33483611907923E+02 -7.65350836293143E+02  3.57081622532009E+01  1.56041549630863E+03  2.28616903166476E+03  7.83678809567883E+02  2.24091546663023E+03 -2.21241460254110E+02  1.08175088855412E+01  2.44553712040661E+02  4.23211454158798E+02  1.43626404101991E+03 -1.64898923632553E+03 -1.19005997000277E+03
 -1.07699383988911E+02  4.30272171841938E+02  1.31798020415916E+02 -4.11350981597852E+02 -2.09219616388361E+02  3.40028357927987E+01  3.11127275269290E+00  2.08192844129337E+02 -3.87174796299606E+02 -6.98794832559251E+02 -2.36629088357743E+02 -1.94954574398592E+02 -7.28035794678389E+01 -1.30730765086995E+03 -8.87295216974977E+01  1.62725287093892E+02  1.45624992328459E+03  8.63214533842023E+02 -2.28004499339427E+03 -2.66049706182954E+03 -4.49708609242215E+03 -3.52137173130811E+03 -4.36863987771931E+03 -1.75097573859555E+03 -2.11307909768927E+02  5.87734143254841E+02 -8.56898324404871E+02 -6.41476454181062E+02  1.40816669178141E+03  2.50254437864969E+02 -5.85579649801525E+01  2.29769022257037E+03 -4.03860873777716E+03 -3.25977988851236E+03  3.80773030384629E+03  4.10190998054498E+02  8.04782975812666E+00 -2.51750661514983E+02 -4.25740229800231E+03  4.10634471196001E+03 -1.46387585191984E+03 -4.85275954625064E+03
  3.11026411143282E+01  1.31798020415916E+02  7.39972805038397E+03 -1.61476749437453E+02 -9.13244756548307E+03 -6.18458081690172E+01  1.34462691010659E+03 -1.87274036609659E+03  1.60620449426762E+02  1.64205554737318E+03 -1.21707069069945E+03 -6.29036687616484E+02  5.32443793901948E+02  5.91474783774280E+03  7.59060866708943E+03 -4.06642186739629E+03  2.52640495174628E+03 -1.74826623420151E+03  2.01299691943289E+03  3.67783924934615E+03 -2.11865557557005E+04  1.56338402832970E+03 -6.55451929952943E+03 -3.50527142960435E+03 -2.42971720672346E+03  3.99945750606799E+03  5.17536898402170E+03 -7.80988104244879E+01  2.10725725950272E+03  1.43539770583195E+03 -2.12277235048027E+03  1.11420586549324E+04  1.67033805321837E+04 -8.30448458259320E+03 -6.48668275750579E+03  1.56254667788113E+02  8.36389484359243E+02  3.19408148332368E+03 -6.86620257606585E+03  1.38964978878158E+04  6.85790323736817E+03 -2.51966180857500E+04
 -1.22451185854786E+01 -4.11350981597851E+02 -1.61476749437453E+02  8.48646846080159E+02  1.47668541392567E+02 -3.33727738205667E+02  6.99381616242941E+01 -1.74991695432379E+02  4.07812772071323E+02  1.06032498481308E+03  1.02202573450428E+02  5.27589087412496E+02  5.64704922034627E+02  3.19943184198202E+01  5.56134536360313E+02 -5.63259877730430E+02 -1.08666595858010E+03  2.54310235732708E+02 -3.32984921721329E+02  1.92616683586067E+03  2.64578059201304E+03  3.27424213135430E+03  5.53569369653502E+03  2.10579418478976E+03  6.33076850125200E+02  8.59537687680863E+02 -8.24419996209317E+02  2.55822615408523E+03 -2.17951265631971E+03 -6.13073801119079E+02 -2.27771046345900E+03 -6.13186067055811E+03  3.82507231304249E+02  7.91646844206786E+03 -5.44974713901528E+03  7.50068928860102E+01  3.40193230251658E+02 -7.03724920275779E+02  1.80510394330484E+03 -3.64079695502353E+03  7.00399879725085E+03  1.18991093322962E+04
  3.36990366718344E+00 -2.09219616388362E+02 -9.13244756548307E+03  1.47668541392567E+02  2.12487010371880E+04  8.74286468549427E+01 -1.26495615495663E+04 -1.62484481800795E+02 -3.06175963696614E+03 -4.25287362041139E+03  2.24981461130758E+03  1.57403332873807E+02  1.72781554003668E+03 -1.65334660386351E+04 -1.80955171892553E+04  6.08182800020482E+03  2.18462936005082E+03  3.91920397824020E+03  6.87080354451766E+03  1.16072991085370E+04  2.38378137098212E+04 -1.74775385691062E+04 -1.68634703848848E+04 -5.59558885011768E+03  3.43759466560689E+03 -6.98804570695935E+03 -9.03121767205853E+03  3.74760032472844E+03 -1.53669109393843E+04 -4.06931719258096E+03  1.14991199215306E+03 -8.04398305432591E+03 -3.28514593470858E+04  2.06593637281887E+04  2.63042212760770E+04 -8.55881880886472E+02 -5.52740078030577E+03 -3.76519253980361E+03  9.99156768973063E+03 -2.35682834602490E+04 -5.77683532450048E+03  4.86402335851791E+04
 -3.75942399559888E+01  3.40028357927983E+01 -6.18458081690173E+01 -3.33727738205666E+02  8.74286468549428E+01  4.71148960160495E+02  1.48121544329304E+02 -3.73112535519452E+01 -5.19663439833453E+02 -4.70232355538089E+02  8.72974932873751E+01  3.04840497737406E+01 -9.48108132280090E+02  5.47045097708036E+02 -1.88540724260781E+03 -1.34133522830249E+02 -7.59090268794618E+02  2.83989708851423E+02  3.09474113611104E+03  2.18275404420598E+03  2.72835680550898E+03  1.07793094700720E+03 -4.38197666396155E+03 -1.11082331028617E+03  4.03494147916342E+01 -7.52575020181575E+02  1.74670299444068E+03 -1.37380725658247E+03  2.25190491265924E+03  2.68570691944315E+03  2.95806036817718E+03  2.37881226473954E+03 -1.29953324787306E+01 -5.39979767042591E+03 -1.20862068744559E+03 -3.42034012137663E+02 -4.09969849851804E+02 -2.88630435114036E+02  4.20596053834937E+03 -4.00758099507034E+03 -3.00630308897033E+03 -3.64000933632034E+03
 -5.87112096099032E+01  3.11127275269304E+00  1.34462691010658E+03  6.99381616242940E+01 -1.26495615495663E+04  1.48121544329303E+02  1.96303886317592E+04 -3.62743210138933E+02  2.78605897366338E+03  3.99564833296643E+03 -7.87159779763171E+02 -8.98624206427232E+02 -4.57504737274444E+03  9.72795392785943E+03  7.43505900882614E+03  1.90897345944706E+02 -5.28572659542972E+03 -9.75866549090078E+02  1.26830032460058E+03 -9.96970299039641E+03  1.86141958970754E+04  1.99570618073297E+04  3.28884837305617E+04  2.36879179459816E+03  4.92770263793065E+02  4.03957380908303E+03  5.44801566053849E+03 -1.19423141377131E+04  2.20173147134072E+04  3.41224051914758E+03  9.54404666019949E+03  1.93951313558088E+04  2.30843807198666E+04 -4.32169049076377E+04 -5.75682681598940E+04  7.27083827518516E+02  3.42412686268500E+02  2.79507651348064E+03 -5.04577472261539E+03  2.14692368754941E+03  2.53519360284408E+04 -2.32833020704508E+04
 -2.04378910247878E+01  2.08192844129337E+02 -1.87274036609659E+03 -1.74991695432380E+02 -1.62484481800794E+02 -3.73112535519449E+01 -3.62743210138932E+02  5.01093585702312E+04  2.58393256557512E+03 -2.69417422341590E+03 -5.70144539508255E+03  8.48767832589655E+02  6.61315955674708E+03 -9.35435991872019E+02 -6.44056239990334E+03  7.49539869348966E+02  1.60810023498538E+03 -7.41411562900643E+03 -1.82949228539462E+04 -9.50656437165119E+02  4.09743026894970E+04 -9.91075786951978E+03 -3.79921832521804E+04 -1.91305077852418E+04 -2.39402651197160E+04  6.13750716980769E+03 -8.81344821206673E+03  4.74501808199326E+03  7.14471476274830E+03 -9.49857844547870E+03 -2.61911556194589E+04 -2.32076799409495E+04 -4.25020187079258E+04 -9.24286126108601E+04  6.15843226154103E+04  7.30865294347927E+02  2.06746672679304E+03 -4.31210409997454E+04 -1.94488126801180E+04  2.25612731821561E+02 -1.71911347516397E+04  7.95502489759669E+04
  2.14298275069656E+02 -3.87174796299606E+02  1.60620449426761E+02  4.07812772071323E+02 -3.06175963696614E+03 -5.19663439833453E+02  2.78605897366338E+03  2.58393256557512E+03  2.09122262133853E+05  1.25949360174771E+04  5.23524421410059E+03 -2.67971721047499E+04  7.56637458042662E+03  1.35745866087139E+04 -4.01012538867342E+04  7.29854929764327E+03 -1.22718280307884E+04  7.59944034356373E+02 -4.77154604925583E+04 -8.09571238729916E+03  1.79710100675742E+03  5.80627261359575E+04  8.53652577893052E+04 -4.60615750629334E+04 -1.39156479082608E+04 -8.08628708477692E+04  9.28179320557955E+03  8.30059002511054E+03  1.84468044809595E+04 -9.08482854007590E+03 -3.15996858135518E+04 -5.73424162919959E+04  3.88215723916754E+04 -1.71224844349886E+05 -5.52089978452817E+04 -2.42167117256555E+02 -3.58356030740595E+03  1.22665868935561E+04  3.43019708202473E+04  5.37603727928599E+04  9.82216753961188E+03  9.59017189539563E+04
  1.08531059821995E+02 -6.98794832559250E+02  1.64205554737318E+03  1.06032498481308E+03 -4.25287362041139E+03 -4.70232355538089E+02  3.99564833296643E+03 -2.69417422341590E+03  1.25949360174771E+04  5.20997187339320E+05 -1.26667680277294E+04 -1.94474951109250E+04 -6.83056801431032E+04  5.22561221752468E+04  1.12352123316071E+05 -3.10726123115803E+03  1.50172463780161E+04 -1.53243004819529E+05  3.62343448333182E+04  2.82902111161902E+03 -1.26526016965668E+05 -6.32061427309724E+04  7.34341133639905E+04 -1.62527416246052E+05  1.77323534425007E+04 -2.20277558671202E+04 -8.60114404010856E+04  2.32817704002864E+04  3.41299000658604E+04 -5.79223602558200E+03 -5.17755746253536E+04 -1.49168799607072E+05  3.96555879437429E+04  2.60722833951538E+03  1.49197753621250E+05  1.05232717670837E+03 -4.91234522217228E+03  2.29025495775338E+04  2.56355330716435E+04 -1.30243063763966E+05  1.26015955335049E+05  5.17779657295830E+04
